probe,gold,pathology,ctx_tokens,level,target_share,achieved_share,scale,pred,correct
179,A,Acute pulmonary edema,3218,0.024,0.024,0.023969084440959965,0.4950358969261986,E,False
179,A,Acute pulmonary edema,3218,0.017,0.0172,0.017153897844537636,0.31899555036296995,E,False
179,A,Acute pulmonary edema,3218,0.012,0.0123,0.012220674261578416,0.19962231455216262,E,False
179,A,Acute pulmonary edema,3218,0.009,0.0088,0.008487103978609748,0.13245870069633822,E,False
179,A,Acute pulmonary edema,3218,0.007,0.007,0.006893711008101518,0.10478345674943497,E,False
180,D,Possible NSTEMI / STEMI,3061,natural,,0.03447934562072504,1.0,D,True
180,D,Possible NSTEMI / STEMI,3061,0.034,0.0335,0.03356970627668623,0.9104270054825614,D,True
180,D,Possible NSTEMI / STEMI,3061,0.024,0.024,0.02396563737666123,0.5901705299683179,D,True
180,D,Possible NSTEMI / STEMI,3061,0.017,0.0172,0.017103172839791746,0.37476904883902873,D,True
180,D,Possible NSTEMI / STEMI,3061,0.012,0.0123,0.012260501718853439,0.23111410023442172,D,True
180,D,Possible NSTEMI / STEMI,3061,0.009,0.0088,0.008699999766789467,0.14676166822967573,D,True
180,D,Possible NSTEMI / STEMI,3061,0.007,0.007,0.007053110888926983,0.1213137638466268,D,True
181,A,Guillain-Barré syndrome,2968,natural,,0.030293365135082406,1.0,A,True
181,A,Guillain-Barré syndrome,2968,0.024,0.024,0.023992658373948105,0.6538974870114864,A,True
181,A,Guillain-Barré syndrome,2968,0.017,0.0172,0.017147753697480752,0.4032481599651003,A,True
181,A,Guillain-Barré syndrome,2968,0.012,0.0123,0.012249145597809345,0.23798518027535226,A,True
181,A,Guillain-Barré syndrome,2968,0.009,0.0088,0.008784109324380816,0.1363967310184996,A,True
181,A,Guillain-Barré syndrome,2968,0.007,0.007,0.006978237448453944,0.09596708604499847,A,True
182,A,Anaphylaxis,3358,natural,,0.039290818439006184,1.0,A,True
182,A,Anaphylaxis,3358,0.034,0.0335,0.03346953821323354,0.740601215882992,A,True
182,A,Anaphylaxis,3358,0.024,0.024,0.024155571709034932,0.46686331570996537,A,True
182,A,Anaphylaxis,3358,0.017,0.0172,0.017193453530863687,0.30084145667800716,A,True
182,A,Anaphylaxis,3358,0.012,0.0123,0.01223260038405413,0.18552413223220693,A,True
182,A,Anaphylaxis,3358,0.009,0.0088,0.008766161147319483,0.11440977590183832,A,True
182,A,Anaphylaxis,3358,0.007,0.007,0.00706544375003522,0.05918137266702526,A,True
183,E,Anaphylaxis,3208,natural,,0.03952660515600133,1.0,E,True
183,E,Anaphylaxis,3208,0.034,0.0335,0.03339645765117556,0.7311692224506743,E,True
183,E,Anaphylaxis,3208,0.024,0.024,0.023966932028019895,0.487837247732635,E,True
183,E,Anaphylaxis,3208,0.017,0.0172,0.01705740709469665,0.2964667191631063,E,True
183,E,Anaphylaxis,3208,0.012,0.0123,0.012296883075731877,0.17242162389375282,D,False
183,E,Anaphylaxis,3208,0.009,0.0088,0.008795929598980299,0.1286343687209221,D,False
183,E,Anaphylaxis,3208,0.007,0.007,0.006899203767484009,0.09050558205614526,D,False
184,B,Pneumonia,3250,natural,,0.05460482615212126,1.0,B,True
184,B,Pneumonia,3250,0.034,0.0335,0.03353483759574842,0.46686331570996537,B,True
184,B,Pneumonia,3250,0.024,0.024,0.024036381176481502,0.2964667191631063,B,True
184,B,Pneumonia,3250,0.017,0.0172,0.01716492507591459,0.1626090785152391,B,True
184,B,Pneumonia,3250,0.012,0.0123,0.012234034219203918,0.10632966780636831,A,False
184,B,Pneumonia,3250,0.009,0.0088,0.008857287036088464,0.07372436960092195,B,True
184,B,Pneumonia,3250,0.007,0.007,0.007054527838070887,0.05500173080846468,B,True
185,C,Pulmonary neoplasm,3075,natural,,0.03654411304632007,1.0,C,True
185,C,Pulmonary neoplasm,3075,0.034,0.0335,0.033408403871379715,0.8034735320598722,C,True
185,C,Pulmonary neoplasm,3075,0.024,0.024,0.024040622634025486,0.487837247732635,C,True
185,C,Pulmonary neoplasm,3075,0.017,0.0172,0.017230986672680405,0.2964667191631063,C,True
185,C,Pulmonary neoplasm,3075,0.012,0.0123,0.012389814580915122,0.1882617730152492,C,True
185,C,Pulmonary neoplasm,3075,0.009,0.0088,0.008746145032984636,0.11954965899341273,C,True
185,C,Pulmonary neoplasm,3075,0.007,0.007,0.007007507777498921,0.07932676531921418,A,False
186,C,Unstable angina,2935,natural,,0.039369312307873564,1.0,B,False
186,C,Unstable angina,2935,0.034,0.0335,0.033426145341106904,0.7245057179369678,B,False
186,C,Unstable angina,2935,0.024,0.024,0.023966560718631656,0.44679113078950283,B,False
186,C,Unstable angina,2935,0.017,0.0172,0.017281151788419758,0.2715223187896751,B,False
186,C,Unstable angina,2935,0.012,0.0123,0.012339655912647558,0.16744348711569607,B,False
186,C,Unstable angina,2935,0.009,0.0088,0.008871025715681963,0.10175816115137408,B,False
186,C,Unstable angina,2935,0.007,0.007,0.006967264009797227,0.07372436960092195,B,False
187,C,Pulmonary neoplasm,3021,natural,,0.03718438678631312,1.0,C,True
187,C,Pulmonary neoplasm,3021,0.034,0.0335,0.03351964578046621,0.8266038762708526,C,True
187,C,Pulmonary neoplasm,3021,0.024,0.024,0.023958272711334643,0.5858637829383431,C,True
187,C,Pulmonary neoplasm,3021,0.017,0.0172,0.017121929058757698,0.4062124801122893,E,False
187,C,Pulmonary neoplasm,3021,0.012,0.0123,0.01238407112821932,0.2755289704553164,E,False
187,C,Pulmonary neoplasm,3021,0.009,0.0088,0.008795803453301236,0.18282630132100924,E,False
187,C,Pulmonary neoplasm,3021,0.007,0.007,0.007087807500150536,0.1363967310184996,E,False
188,B,PSVT,3088,natural,,0.04059232190701043,1.0,A,False
188,B,PSVT,3088,0.034,0.0335,0.03351092982876339,0.7245057179369678,A,False
188,B,PSVT,3088,0.024,0.024,0.023931803252405286,0.46686331570996537,A,False
188,B,PSVT,3088,0.017,0.0172,0.017248588668483535,0.2921555976422762,A,False
188,B,PSVT,3088,0.012,0.0123,0.012256358445048568,0.1699143253493389,A,False
188,B,PSVT,3088,0.009,0.0088,0.008801254809321632,0.11440977590183832,B,True
188,B,PSVT,3088,0.007,0.007,0.007038453537697187,0.09050558205614526,B,True
189,E,Pulmonary neoplasm,3035,natural,,0.03466502495845671,1.0,E,True
189,E,Pulmonary neoplasm,3035,0.034,0.0335,0.03340242948235037,0.8813127044179799,E,True
189,E,Pulmonary neoplasm,3035,0.024,0.024,0.024037118971112843,0.556583819812148,E,True
189,E,Pulmonary neoplasm,3035,0.017,0.0172,0.01716209509352587,0.32847936791032617,A,False
189,E,Pulmonary neoplasm,3035,0.012,0.0123,0.012355607382372295,0.19385884264329528,A,False
189,E,Pulmonary neoplasm,3035,0.009,0.0088,0.00877462003758824,0.1213137638466268,B,False
189,E,Pulmonary neoplasm,3035,0.007,0.007,0.006999395624464897,0.08168516990527609,B,False
190,C,Pulmonary embolism,3100,natural,,0.03979415932243791,1.0,C,True
190,C,Pulmonary embolism,3100,0.034,0.0335,0.03356518350685537,0.7433183507246678,C,True
190,C,Pulmonary embolism,3100,0.024,0.024,0.02402368534123548,0.5023407711988287,C,True
190,C,Pulmonary embolism,3100,0.017,0.0172,0.017010127391294733,0.3333264921262407,C,True
190,C,Pulmonary embolism,3100,0.012,0.0123,0.012267862017079145,0.21166840101912124,C,True
190,C,Pulmonary embolism,3100,0.009,0.0088,0.009007117647819557,0.13441329461752805,C,True
190,C,Pulmonary embolism,3100,0.007,0.007,0.0070379623978621495,0.11781120717275206,C,True
191,D,Viral pharyngitis,3070,natural,,0.03614549081522778,1.0,A,False
191,D,Viral pharyngitis,3070,0.034,0.0335,0.03348380460911917,0.8326803293522165,A,False
191,D,Viral pharyngitis,3070,0.024,0.024,0.0240121174159432,0.548490160967366,A,False
191,D,Viral pharyngitis,3070,0.017,0.0172,0.017287332727883242,0.34830125444308524,A,False
191,D,Viral pharyngitis,3070,0.012,0.0123,0.012232426551446463,0.21166840101912124,A,False
191,D,Viral pharyngitis,3070,0.009,0.0088,0.008542040944691685,0.13245870069633822,A,False
191,D,Viral pharyngitis,3070,0.007,0.007,0.006999472119934783,0.09050558205614526,A,False
